"Indicator type","Indicator","Description"
"FileHash-SHA256","61cfc3d7d4b01acc76320541c6fc67363d3030013ef4c171b76df94a40a59210",""
"FileHash-SHA256","6212bb92cf716a99a76b501bc2a1750362e3ee1f4a1548c62988a4096eda41fb",""
"FileHash-SHA256","64dce4d7cc76bd78623ceb288e885d2b34b1b338795dd3edd9632aedc4a2db1b",""
"FileHash-SHA256","64fbe54b877fcd1604d8c7cfd9d2768b655205baee1b2a38286f4686a61c4148",""
"FileHash-SHA256","665f4e9267be5efe7499b1dc6493f8e210ef56fe29014343df4174c74e2972be",""
"FileHash-SHA256","68fc2684a47f5e3d27cddda10a182e43ef133c3dafb57ae8119b34a1b5a28150",""
"FileHash-SHA256","85c72fdf84881b4ff9018de95a64e90e426418f4255aeef749568a7033d180cf",""
"FileHash-SHA256","87669b9b13106049bc7dee270277e83310a6d24c20e3cc216ef9c0c8411958fc",""
"FileHash-SHA256","890518f01217acc17e36bbf7f46ecf37aa744e916ae13e2bd84901c032a8e269",""
"FileHash-SHA256","8e5a949a1dbf084e512b2616c7dfd2b26405c68935d649455e523b2b2e3465ae",""
"FileHash-SHA256","931be158768ea43400b8ae738012caacb608156ae1c5ffcb8e841fdd475b20c7",""
"FileHash-SHA256","9cf3c83d3160b4d290154f752f35df7daff314c8fae35dda556dcdf6f537127a",""
"FileHash-SHA256","a369f1dde0c4bc23747ab6ff5484660dcfd771716b51b656cc684bedaf9b63e8",""
"FileHash-SHA256","ab063f49fe142bbed02b88ba1ac44c19cc879d5c0c1e5331dd56cfab89df7a36",""
"FileHash-SHA256","af73cfa21d09ae1ce21d65967995caf3ccfaf2af06f4e0a7b1282cd67cee4160",""
"FileHash-SHA256","ba17e6b91a73eabce2f217429e522e6a0821f15ba5413f1160f7ba0e950d53f8",""
"FileHash-SHA256","bfd6a7619e2d8b894cec743d37851ce00daf782deb98c37cfbeef94d73ce41c9",""
"FileHash-SHA256","c16aca2eb44897b481d5cab5e051cb0fd9dc0caad1e87085f180822fdf74b239",""
"FileHash-SHA256","c1a8b14b82623415023d9815ab77d3483a7b75a73ffa1ce03bce8ff67b7745a1",""
"FileHash-SHA256","c23730ad27183ee423b2c592a3a8dfab0b91d122808a2987f14ae0d35dd5a269",""
"FileHash-SHA256","c2e61830b31d68206edb8e782f097a15d35ae9fbf70de4eed97257bd9a591e26",""
"FileHash-SHA256","c31fa157e8997006e29f66f3fce53619b46173fe7d20ad3a54889c052e6bf273",""
"FileHash-SHA256","cbb162dc66fc08dd458d06a6e6f1dee402f81d8cdfa1f992d29b979175377aed",""
"FileHash-SHA256","d15920de7ac8d5776c8da8ee80eb73c0788d727e694e6f235402c4c76b7c6852",""
"FileHash-SHA256","da1e10f3346b03299748a7e3b680bc4d4965fc6234f57ac158b1aaa47529af1b",""
"FileHash-SHA256","da5f43a9e7ae6e5b701ee44e5d1100f18f08df1019c435bb63dd244cdebf1a2d",""
"FileHash-SHA256","de4b665948ee40374b7c3d4628074a5053113c410f033ef93d15b01a4e480c71",""
"FileHash-SHA256","df556321059f301849c987eb854381fefdaa72f6ea8174d66d0b0d781acec62c",""
"FileHash-SHA256","e337aecd0011db4333325bbf118966d4df171acfe7315ae823b2af29d2640689",""
"FileHash-SHA256","f0fa6f138374de977b5ffb31a4eee9de8388c58d3ca6fa47ac243369d529632e",""
"FileHash-SHA256","f2a4ccecf516367cf5350cf69713bf5645021afb210d07329b468cf92ec0acec",""
"FileHash-SHA256","fa53f7e326f7e0b93a79a2d4970d229b2262ca9ce0f1a45ba1759677a31fa5df",""
"FileHash-SHA256","faaf9846f9070c455bc535e8a36fd7b74750c3f59c7d7a32d9a23c2894ba8987",""
"domain","ajsbvlpser.ru",""
"domain","aoxpvplfox.ru",""
"domain","bjdibiyyei.ru",""
"domain","bxpfkabcmi.ru",""
"domain","deczqsqqfg.ru",""
"domain","dqlvaltxzw.ru",""
"domain","dxrvcwmlzk.ru",""
"domain","ebisgjvjce.ru",""
"domain","evwoqwrdzv.ru",""
"domain","exooseszox.ru",""
"domain","fojqexnqwn.ru",""
"domain","fpeplvrlgt.ru",""
"domain","gszosmbblv.ru",""
"domain","haibphnqqm.ru",""
"domain","hdjyrczkbn.ru",""
"domain","hlflheyikb.ru",""
"domain","hxtqvgexlf.ru",""
"domain","hzszqoimbc.ru",""
"domain","iyscytsgkb.ru",""
"domain","iyzqporrgn.ru",""
"domain","jskwpehjbn.ru",""
"domain","jsv14tlnaii.ru",""
"domain","kdhxxdbmmj.ru",""
"domain","kviiqfesoa.ru",""
"domain","laavnjznqf.ru",""
"domain","ldicmowfak.ru",""
"domain","lqmxvqqzpz.ru",""
"domain","lrajephkmd.ru",""
"domain","mysqkptdzp.ru",""
"domain","njbkjqsrmb.ru",""
"domain","nliqmvcqib.ru",""
"domain","nvwtztiwrp.ru",""
"domain","nykbneelqp.ru",""
"domain","ohedoyijef.ru",""
"domain","okavmpdagc.ru",""
"domain","qewiatlyzd.ru",""
"domain","qeyapfqhwl.ru",""
"domain","qjqosngccj.ru",""
"domain","qvknfkhqfg.ru",""
"domain","qxkyvdxfst.ru",""
"domain","rcqfjymyqq.ru",""
"domain","rptcavxndj.ru",""
"domain","suppasml.ru",""
"domain","systemupdates1.top",""
"domain","txnfrnrkir.ru",""
"domain","vqhqadnrqm.ru",""
"domain","vxlmidapfc.ru",""
"domain","vxnsxcwtky.ru",""
"domain","wajxzdmbek.ru",""
"domain","wbfcyoqqgy.ru",""
"domain","wozjivizyw.ru",""
"domain","xxozqcyglz.ru",""
"domain","ylxdxfqvda.ru",""
"domain","ypsmoeqpql.ru",""
"domain","yznvtjxwfw.ru",""
"domain","zmhikmcqka.ru",""
